Frame,integer_motion2,integer_motion,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
216,0.000060,0.000838,0.987539,0.990469,0.988994,0.989124,0.985540,0.820286,0.971068,0.979089,0.981215,92.137566,
217,0.000060,0.000060,0.987556,0.990458,0.989000,0.989146,0.985566,0.820428,0.971107,0.979130,0.981227,92.144239,
218,0.003241,0.003241,0.987548,0.990433,0.989042,0.989172,0.985523,0.820506,0.971095,0.979129,0.981176,92.142489,
219,0.000887,0.004224,0.987605,0.990439,0.989050,0.989228,0.985609,0.820666,0.971216,0.979201,0.981290,92.164409,
220,0.000075,0.000887,0.987816,0.990604,0.989374,0.989595,0.985701,0.826969,0.972630,0.979883,0.981734,92.277802,
221,0.000075,0.000075,0.987978,0.990694,0.989541,0.989890,0.985801,0.829421,0.973116,0.980125,0.981893,92.337374,
222,0.002854,0.002854,0.987966,0.990668,0.989520,0.989895,0.985786,0.829654,0.973136,0.980125,0.981844,92.334809,
223,0.000836,0.003755,0.988050,0.990681,0.989528,0.989977,0.985910,0.829887,0.973258,0.980212,0.981952,92.362928,
224,0.000082,0.000836,0.988059,0.990718,0.989672,0.990097,0.985804,0.831999,0.973565,0.980344,0.981973,92.371988,
225,0.000082,0.000082,0.988122,0.990763,0.989747,0.990222,0.985833,0.833506,0.973848,0.980483,0.982081,92.401134,
226,0.003505,0.003898,0.988164,0.990797,0.989847,0.990255,0.985861,0.836393,0.974324,0.980804,0.982291,92.446741,
227,0.000716,0.003505,0.988288,0.990846,0.989951,0.990478,0.985951,0.837220,0.974609,0.980994,0.982345,92.483530,
228,0.000073,0.000716,0.988281,0.990879,0.990008,0.990453,0.985923,0.837572,0.974535,0.980894,0.982288,92.471697,
229,0.000073,0.000073,0.988294,0.990870,0.989989,0.990478,0.985945,0.837718,0.974588,0.980934,0.982319,92.478889,
230,0.002718,0.002718,0.988305,0.990886,0.989963,0.990473,0.985976,0.837763,0.974589,0.980960,0.982337,92.487500,
231,0.000682,0.003298,0.988351,0.990903,0.989987,0.990545,0.986022,0.837978,0.974731,0.981042,0.982394,92.503391,
232,0.000097,0.000682,0.988513,0.990953,0.990231,0.990758,0.986149,0.842332,0.975792,0.981514,0.982675,92.584295,
233,0.000097,0.000097,0.988637,0.990997,0.990296,0.990861,0.986322,0.842809,0.975932,0.981618,0.982690,92.617470,
234,0.002614,0.002614,0.988617,0.991033,0.990281,0.990884,0.986263,0.842908,0.975940,0.981629,0.982645,92.613353,
235,0.000691,0.003253,0.988655,0.991055,0.990288,0.990906,0.986326,0.843059,0.976065,0.981734,0.982728,92.630838,
236,0.000063,0.000691,0.988694,0.991257,0.990271,0.990924,0.986363,0.844392,0.976160,0.981699,0.982642,92.630091,
237,0.000063,0.000063,0.988734,0.991397,0.990301,0.990958,0.986391,0.845323,0.976274,0.981746,0.982663,92.642941,
238,0.002636,0.002636,0.988749,0.991623,0.990345,0.990982,0.986347,0.849023,0.977109,0.982157,0.982979,92.695625,
239,0.000561,0.003353,0.988891,0.991680,0.990548,0.991138,0.986477,0.849586,0.977271,0.982313,0.983073,92.738543,
240,0.000105,0.000561,0.988930,0.991774,0.990645,0.991166,0.986490,0.849746,0.977225,0.982278,0.983028,92.740934,
241,0.000105,0.000105,0.988935,0.991772,0.990628,0.991175,0.986503,0.849797,0.977249,0.982273,0.983040,92.742930,
242,0.002551,0.002553,0.988923,0.991831,0.990611,0.991177,0.986470,0.849859,0.977255,0.982279,0.983025,92.742697,
243,0.000486,0.002551,0.988930,0.991817,0.990614,0.991153,0.986499,0.849952,0.977337,0.982320,0.983106,92.749904,
244,0.000082,0.000486,0.988933,0.991946,0.990678,0.991138,0.986466,0.851500,0.977419,0.982300,0.983073,92.746552,
245,0.000082,0.000082,0.989057,0.992250,0.990884,0.991305,0.986501,0.856427,0.978350,0.982797,0.983386,92.823415,
246,0.002302,0.002302,0.989036,0.992248,0.990813,0.991330,0.986467,0.856478,0.978347,0.982784,0.983379,92.820717,
247,0.000578,0.003169,0.989122,0.992258,0.990853,0.991422,0.986580,0.856606,0.978449,0.982886,0.983420,92.845198,
248,0.000069,0.000578,0.989136,0.992288,0.990886,0.991475,0.986563,0.857110,0.978476,0.982856,0.983442,92.848029,
249,0.000069,0.000069,0.989145,0.992314,0.990892,0.991481,0.986571,0.857305,0.978516,0.982897,0.983444,92.852042,
250,0.002660,0.002660,0.989199,0.992404,0.990901,0.991521,0.986642,0.857895,0.978586,0.982910,0.983457,92.869205,
251,0.000478,0.002915,0.989490,0.992994,0.991033,0.991571,0.987064,0.858768,0.978797,0.983060,0.983548,92.944084,
252,0.000037,0.000478,0.989521,0.993031,0.991130,0.991577,0.987085,0.859019,0.978784,0.982979,0.983565,92.947958,
253,0.000037,0.000037,0.989526,0.993034,0.991116,0.991579,0.987098,0.859043,0.978790,0.982990,0.983547,92.948034,
254,0.002368,0.002368,0.989511,0.993020,0.991173,0.991565,0.987057,0.859085,0.978781,0.982996,0.983556,92.948804,
255,0.000472,0.002814,0.989535,0.993052,0.991169,0.991595,0.987086,0.859213,0.978867,0.983065,0.983568,92.955968,
256,0.000104,0.000472,0.989572,0.993075,0.991163,0.991623,0.987147,0.859672,0.978869,0.983046,0.983586,92.964013,
257,0.000104,0.000104,0.989579,0.993100,0.991179,0.991634,0.987144,0.860521,0.978978,0.983104,0.983625,92.971419,
258,0.002157,0.002370,0.989569,0.993114,0.991157,0.991632,0.987128,0.860577,0.978983,0.983106,0.983619,92.971581,
259,0.000368,0.002157,0.989560,0.993095,0.991126,0.991688,0.987093,0.860638,0.979006,0.983123,0.983603,92.966934,
260,0.000035,0.000368,0.989544,0.993117,0.991121,0.991675,0.987064,0.860908,0.978980,0.983104,0.983585,92.960540,
261,0.000035,0.000035,0.989543,0.993126,0.991129,0.991677,0.987055,0.860957,0.978993,0.983089,0.983558,92.957478,
262,0.001913,0.001913,0.989533,0.993144,0.991157,0.991648,0.987037,0.860990,0.978995,0.983108,0.983552,92.958275,
263,0.000235,0.002057,0.989597,0.993140,0.991159,0.991721,0.987131,0.861119,0.979065,0.983166,0.983545,92.972144,
264,0.000010,0.000235,0.989624,0.993178,0.991263,0.991799,0.987101,0.862829,0.979281,0.983241,0.983645,92.989770,
265,0.000010,0.000010,0.989699,0.993178,0.991264,0.991851,0.987230,0.863186,0.979342,0.983294,0.983678,93.011211,
266,0.001738,0.001738,0.989672,0.993192,0.991269,0.991800,0.987198,0.863289,0.979357,0.983300,0.983701,93.009854,
267,0.000257,0.002251,0.989681,0.993184,0.991240,0.991829,0.987212,0.863377,0.979374,0.983307,0.983683,93.008789,
268,0.000018,0.000257,0.989731,0.993192,0.991284,0.991867,0.987278,0.864391,0.979405,0.983309,0.983679,93.018951,
269,0.000018,0.000018,0.989739,0.993211,0.991285,0.991905,0.987270,0.864941,0.979477,0.983350,0.983712,93.025476,
270,0.001382,0.001911,0.989719,0.993236,0.991302,0.991880,0.987232,0.865517,0.979536,0.983378,0.983710,93.024295,
271,0.000180,0.001382,0.989730,0.993227,0.991278,0.991880,0.987265,0.865700,0.979630,0.983459,0.983821,93.037863,
272,0.000013,0.000180,0.989744,0.993226,0.991310,0.991887,0.987280,0.865962,0.979634,0.983447,0.983754,93.034792,
273,0.000013,0.000013,0.989748,0.993233,0.991325,0.991873,0.987288,0.866013,0.979645,0.983449,0.983764,93.036493,
274,0.001303,0.001303,0.989746,0.993239,0.991351,0.991875,0.987273,0.866042,0.979636,0.983444,0.983754,93.036708,
275,0.000253,0.002096,0.989762,0.993245,0.991349,0.991898,0.987293,0.866119,0.979670,0.983483,0.983778,93.042534,
276,0.000015,0.000253,0.989783,0.993271,0.991413,0.991972,0.987269,0.866719,0.979667,0.983439,0.983722,93.040431,
277,0.000015,0.000015,0.989809,0.993306,0.991423,0.992018,0.987287,0.867339,0.979760,0.983472,0.983766,93.051293,
278,0.001910,0.001910,0.989792,0.993312,0.991438,0.992006,0.987251,0.867389,0.979761,0.983477,0.983763,93.050121,
279,0.000201,0.002104,0.989792,0.993274,0.991447,0.991931,0.987299,0.867452,0.979780,0.983506,0.983809,93.052892,
280,0.000009,0.000201,0.989725,0.993263,0.991465,0.991958,0.987138,0.867768,0.979773,0.983486,0.983757,93.033049,
281,0.000009,0.000009,0.989753,0.993272,0.991466,0.991953,0.987197,0.867894,0.979798,0.983513,0.983769,93.041197,
282,0.001553,0.001819,0.989758,0.993308,0.991493,0.992000,0.987166,0.868577,0.979848,0.983536,0.983774,93.046127,
283,0.000169,0.001553,0.989867,0.993328,0.991521,0.992041,0.987359,0.868993,0.979963,0.983629,0.983859,93.079234,
284,0.000032,0.000169,0.989794,0.993331,0.991544,0.991998,0.987220,0.869117,0.979940,0.983604,0.983778,93.055541,
285,0.000032,0.000032,0.989805,0.993327,0.991553,0.992009,0.987234,0.869124,0.979950,0.983604,0.983785,93.058326,
286,0.001411,0.001411,0.989803,0.993319,0.991557,0.992019,0.987225,0.869137,0.979938,0.983576,0.983775,93.057804,
287,0.000136,0.001566,0.989877,0.993322,0.991563,0.992039,0.987367,0.869178,0.979951,0.983629,0.983822,93.078194,
288,0.000016,0.000136,0.989871,0.993396,0.991621,0.992057,0.987309,0.870021,0.979995,0.983624,0.983776,93.072999,
289,0.000016,0.000016,0.989923,0.993400,0.991720,0.992149,0.987331,0.871427,0.980274,0.983782,0.983896,93.101842,
290,0.001245,0.001456,0.989908,0.993369,0.991691,0.992129,0.987327,0.871495,0.980275,0.983781,0.983884,93.099261,
291,0.000104,0.001245,0.989963,0.993351,0.991752,0.992224,0.987373,0.871602,0.980338,0.983810,0.983964,93.117685,
292,0.000009,0.000104,0.989951,0.993373,0.991773,0.992216,0.987339,0.871773,0.980334,0.983788,0.983920,93.110385,
293,0.000009,0.000009,0.989951,0.993373,0.991779,0.992213,0.987339,0.871809,0.980336,0.983782,0.983929,93.110899,
294,0.000662,0.001006,0.989968,0.993388,0.991793,0.992235,0.987356,0.872144,0.980353,0.983785,0.983931,93.115838,
295,0.000074,0.000662,0.989971,0.993423,0.991784,0.992258,0.987345,0.872564,0.980445,0.983884,0.984027,93.128075,
296,0.000010,0.000074,0.989953,0.993409,0.991784,0.992222,0.987330,0.872626,0.980455,0.983889,0.984048,93.125978,
297,0.000010,0.000010,0.989950,0.993404,0.991786,0.992222,0.987324,0.872621,0.980450,0.983885,0.984053,93.125600,
298,0.000015,0.000636,0.989955,0.993403,0.991765,0.992248,0.987326,0.872640,0.980454,0.983881,0.984051,93.126201,
299,0.000005,0.000015,0.989959,0.993401,0.991744,0.992259,0.987336,0.872632,0.980455,0.983886,0.984030,93.125641,
300,0.000005,0.000005,0.988943,0.989479,0.986125,0.992423,0.987847,0.863103,0.977354,0.982661,0.983766,92.817288,
301,0.000005,0.000005,0.988943,0.989479,0.986125,0.992423,0.987847,0.863103,0.977353,0.982657,0.983774,92.817764,
302,0.000066,0.000066,0.988837,0.989505,0.986094,0.992345,0.987670,0.862657,0.976154,0.981145,0.981929,92.576381,
303,0.000241,0.000241,0.987792,0.989017,0.985357,0.991776,0.986135,0.858473,0.972141,0.977382,0.978432,91.890551,
304,0.000000,0.021661,0.973468,0.986518,0.977960,0.976105,0.967731,0.844843,0.954277,0.959359,0.959996,86.493003,
305,0.000000,0.000000,0.949797,0.977352,0.958815,0.951219,0.940206,0.812738,0.922550,0.929448,0.929855,77.756362,
306,0.004960,0.264237,0.943633,0.980604,0.958659,0.941640,0.931956,0.780466,0.874549,0.874726,0.864623,69.419344,
307,0.004960,0.004960,0.878850,0.968093,0.917499,0.870303,0.851956,0.701683,0.804758,0.811847,0.806473,50.100379,
308,0.742956,0.742956,0.835177,0.955182,0.881633,0.809567,0.808796,0.646092,0.750443,0.761492,0.757417,38.175754,
309,4.297904,4.297904,0.875766,0.970270,0.915995,0.856126,0.852529,0.669351,0.834908,0.858865,0.855443,59.493201,
310,4.190934,4.701116,0.865672,0.961618,0.899233,0.835949,0.849285,0.628531,0.828685,0.862416,0.871200,58.629368,
311,4.190934,4.190934,0.825783,0.935372,0.849132,0.795313,0.809441,0.575705,0.789348,0.832620,0.847649,48.232087,
312,4.488940,4.488940,0.846878,0.946630,0.876499,0.820318,0.827217,0.554726,0.764630,0.813069,0.833840,51.374370,
313,5.330511,6.254461,0.911447,0.969177,0.930749,0.893491,0.900198,0.556828,0.772705,0.824247,0.850982,66.888661,
314,5.330511,5.330511,0.935402,0.973615,0.946639,0.923991,0.928072,0.590964,0.794945,0.838912,0.858430,72.756368,
315,5.511861,5.553692,0.972085,0.978026,0.963064,0.964525,0.978397,0.595676,0.797615,0.839368,0.860244,80.797727,
316,4.575785,5.511861,0.999245,0.980870,0.977355,0.991032,1.017125,0.573001,0.774491,0.819041,0.839897,83.317727,
317,4.560633,4.575785,1.018324,0.989835,0.989855,1.013379,1.039051,0.546241,0.746667,0.795276,0.822414,85.360456,
318,4.392176,4.560633,1.012215,0.986827,0.994538,1.008940,1.026888,0.566924,0.760193,0.804739,0.831645,84.793325,
319,4.392176,4.392176,0.990321,0.971527,0.979996,0.987138,1.000451,0.577175,0.777681,0.827482,0.860774,83.016430,
320,2.717446,4.476163,0.992924,0.971911,0.983793,0.999839,0.996665,0.561691,0.751383,0.800715,0.835630,78.955527,
321,2.681369,2.717446,0.981427,0.965099,0.974300,0.986104,0.984692,0.597354,0.792065,0.841066,0.873250,80.442800,
322,2.619429,2.681369,0.980490,0.966023,0.977765,0.982558,0.983304,0.627330,0.827741,0.875491,0.906834,83.849384,
323,1.006728,2.619429,0.967762,0.958420,0.961316,0.972018,0.969420,0.632678,0.834050,0.884183,0.920743,80.530713,
324,0.494955,1.006728,0.960748,0.957289,0.953568,0.964186,0.961979,0.670660,0.868412,0.913071,0.942460,81.123137,
325,0.288900,0.494955,0.962365,0.963975,0.960756,0.964756,0.961090,0.694777,0.886671,0.927079,0.950974,82.406774,
326,0.189782,0.288900,0.962551,0.966037,0.963882,0.963888,0.960464,0.703848,0.895966,0.934271,0.956226,83.021282,
327,0.189782,0.189782,0.962713,0.967857,0.966850,0.963563,0.959553,0.708967,0.901308,0.938219,0.958332,83.383835,
328,0.109758,0.269410,0.961488,0.966358,0.967309,0.962774,0.957492,0.704203,0.900085,0.937369,0.957414,82.917220,
329,0.073606,0.109758,0.961570,0.966635,0.967377,0.962887,0.957521,0.712570,0.905676,0.941334,0.960429,83.285639,
330,0.066446,0.073606,0.961733,0.966389,0.967493,0.963137,0.957729,0.715011,0.908758,0.943757,0.961907,83.529599,
331,0.066446,0.066446,0.961798,0.965736,0.967226,0.963236,0.958045,0.720761,0.914424,0.947725,0.964629,83.925783,
332,0.088155,0.112690,0.961756,0.964916,0.966955,0.963173,0.958263,0.720339,0.917024,0.949559,0.965756,84.115694,
333,0.050409,0.088155,0.961927,0.964993,0.967263,0.963571,0.958261,0.727347,0.921864,0.952686,0.967938,84.408632,
334,0.041069,0.050409,0.962457,0.965311,0.967772,0.964038,0.958883,0.728837,0.924818,0.955079,0.969588,84.745893,
335,0.041069,0.041069,0.963415,0.965865,0.968268,0.965178,0.959979,0.735160,0.929084,0.957637,0.971149,85.185731,
336,0.069962,0.096814,0.964800,0.966541,0.968994,0.966285,0.961930,0.736828,0.932153,0.959545,0.972238,85.693408,
337,0.029119,0.069962,0.965748,0.967494,0.969851,0.967296,0.962872,0.742098,0.935377,0.961461,0.973640,86.039417,
338,0.027346,0.029119,0.967004,0.968380,0.970662,0.968759,0.964237,0.743779,0.937778,0.963206,0.974901,86.486241,
339,0.027346,0.027346,0.967419,0.968816,0.971229,0.969166,0.964597,0.749193,0.940970,0.964913,0.975830,86.725887,
340,0.065966,0.069699,0.967824,0.969136,0.971597,0.969444,0.965114,0.749866,0.943215,0.966247,0.976272,86.961644,
341,0.022685,0.065966,0.968162,0.969538,0.972004,0.969791,0.965408,0.753338,0.945181,0.967388,0.977130,87.097652,
342,0.021230,0.022685,0.968535,0.969793,0.972314,0.970233,0.965783,0.754316,0.947065,0.968649,0.977976,87.302115,
343,0.021230,0.021230,0.970080,0.972939,0.975111,0.971346,0.966806,0.762702,0.950554,0.970453,0.978780,87.780388,
344,0.056576,0.066909,0.971639,0.975900,0.977860,0.972808,0.967692,0.766700,0.953611,0.972199,0.979729,88.320716,
345,0.016944,0.056576,0.972990,0.978515,0.980209,0.974059,0.968473,0.771697,0.955533,0.973150,0.980226,88.643509,
346,0.014987,0.016944,0.974410,0.980589,0.982299,0.975408,0.969553,0.774099,0.957656,0.974684,0.981307,89.105602,
347,0.014987,0.014987,0.975111,0.981993,0.983089,0.976013,0.970133,0.780046,0.959607,0.975465,0.981467,89.306315,
348,0.041807,0.056159,0.975640,0.983162,0.983883,0.976481,0.970470,0.781745,0.961185,0.976225,0.981852,89.524387,
349,0.010742,0.041807,0.975846,0.983892,0.984321,0.976559,0.970560,0.782553,0.961551,0.976521,0.982029,89.555534,
350,0.008987,0.010742,0.976765,0.985218,0.985375,0.977507,0.971326,0.791504,0.965518,0.978778,0.983604,89.984890,
351,0.008987,0.008987,0.976957,0.985661,0.985814,0.977379,0.971579,0.795305,0.966589,0.979267,0.983575,90.047296,
352,0.029129,0.040534,0.977062,0.985567,0.985840,0.977678,0.971630,0.794866,0.967022,0.979342,0.983597,90.103640,
353,0.007141,0.029129,0.977218,0.985749,0.986036,0.977806,0.971786,0.795893,0.967299,0.979459,0.983606,90.114671,
354,0.005613,0.007141,0.977394,0.985801,0.986055,0.978037,0.972010,0.796183,0.968135,0.980044,0.984203,90.227018,
355,0.005613,0.005613,0.977512,0.985992,0.986326,0.978111,0.972084,0.800027,0.969125,0.980436,0.984304,90.279444,
356,0.027051,0.028079,0.977624,0.985903,0.986403,0.978362,0.972162,0.801751,0.970190,0.981010,0.984555,90.380505,
357,0.007381,0.027051,0.977647,0.986017,0.986604,0.978375,0.972106,0.803287,0.970526,0.981236,0.984724,90.383147,
358,0.004820,0.007381,0.977772,0.985970,0.986592,0.978635,0.972231,0.803936,0.971510,0.981973,0.985310,90.489459,
359,0.004820,0.004820,0.977792,0.986083,0.986716,0.978602,0.972228,0.806455,0.971870,0.981951,0.985200,90.484247,
360,0.025387,0.025387,0.977852,0.985967,0.986691,0.978739,0.972308,0.806957,0.972369,0.982214,0.985290,90.545231,
361,0.009059,0.034822,0.977805,0.986120,0.986818,0.978620,0.972201,0.808552,0.972646,0.982380,0.985484,90.536326,
362,0.005852,0.009059,0.977868,0.986079,0.986813,0.978729,0.972280,0.809860,0.973441,0.982836,0.985837,90.596351,
363,0.005852,0.005852,0.977834,0.986185,0.986872,0.978608,0.972238,0.809905,0.973502,0.982914,0.985906,90.598185,
364,0.000017,0.032248,0.977820,0.986028,0.986824,0.978606,0.972259,0.808732,0.973535,0.982853,0.985809,90.577713,
365,0.000000,0.000017,0.977828,0.986136,0.986909,0.978508,0.972286,0.809123,0.973724,0.982994,0.985882,90.592134,
366,0.000000,0.000000,0.977806,0.986052,0.986835,0.978552,0.972253,0.808758,0.973579,0.982895,0.985851,90.579957,
367,0.000000,0.000000,0.977796,0.986105,0.986874,0.978524,0.972224,0.808871,0.973634,0.982936,0.985876,90.581908,
368,0.000004,0.000102,0.977814,0.986050,0.986831,0.978563,0.972267,0.808748,0.973549,0.982863,0.985826,90.578320,
369,0.000004,0.000004,0.979274,0.989780,0.986780,0.978859,0.974554,0.816070,0.975245,0.983791,0.986028,90.954893,
370,0.000218,0.000218,0.979338,0.989947,0.987114,0.978794,0.974580,0.816938,0.975659,0.984060,0.986148,90.991919,
371,0.000448,0.000448,0.979380,0.990049,0.987252,0.978743,0.974633,0.817223,0.975727,0.984078,0.986156,91.002835,
372,0.004005,0.239250,0.979560,0.990460,0.990226,0.979299,0.973510,0.828475,0.975906,0.984425,0.986502,91.085400,
373,0.001091,0.004005,0.979554,0.990449,0.990140,0.979445,0.973437,0.828976,0.976040,0.984483,0.986452,91.079200,
374,0.000776,0.001091,0.979571,0.990469,0.990141,0.979468,0.973456,0.829801,0.976190,0.984521,0.986437,91.083342,
375,0.000776,0.000776,0.979603,0.990507,0.990133,0.979507,0.973495,0.830300,0.976373,0.984640,0.986534,91.103763,
376,0.002939,0.002939,0.979588,0.990452,0.990066,0.979522,0.973488,0.830131,0.976377,0.984626,0.986536,91.103021,
377,0.001571,0.005466,0.979610,0.990460,0.990028,0.979588,0.973508,0.830024,0.976370,0.984618,0.986543,91.106278,
378,0.001357,0.001571,0.979648,0.990538,0.990149,0.979554,0.973553,0.830674,0.976522,0.984699,0.986542,91.118064,
379,0.001357,0.001357,0.979654,0.990569,0.990121,0.979522,0.973591,0.830544,0.976488,0.984684,0.986576,91.121396,
380,0.005143,0.005143,0.979657,0.990574,0.990161,0.979512,0.973588,0.830317,0.976498,0.984673,0.986568,91.126121,
381,0.002461,0.008486,0.979646,0.990449,0.990029,0.979639,0.973556,0.830338,0.976610,0.984803,0.986702,91.136861,
382,0.002059,0.002461,0.979708,0.990551,0.990170,0.979604,0.973643,0.830478,0.976690,0.984881,0.986749,91.157306,
383,0.002059,0.002059,0.979708,0.990504,0.990107,0.979659,0.973641,0.830634,0.976743,0.984916,0.986793,91.162517,
384,0.000593,0.008326,0.979708,0.990586,0.990194,0.979581,0.973643,0.830225,0.976713,0.984880,0.986756,91.156065,
385,0.000190,0.000593,0.979701,0.990492,0.990092,0.979654,0.973636,0.830078,0.976672,0.984849,0.986725,91.149990,
386,0.000144,0.000190,0.979716,0.990538,0.990165,0.979649,0.973636,0.830348,0.976771,0.984913,0.986762,91.159301,
387,0.000144,0.000144,0.979712,0.990539,0.990163,0.979639,0.973634,0.830340,0.976775,0.984918,0.986768,91.159132,
388,0.000548,0.000548,0.979697,0.990493,0.990047,0.979638,0.973655,0.830033,0.976669,0.984854,0.986719,91.149330,
389,0.000786,0.000786,0.273160,0.596965,0.313646,0.208322,0.231678,0.180984,0.198487,0.188898,0.169031,0.000000,
390,0.002228,87.547501,0.941663,0.965501,0.934125,0.932435,0.946372,0.654291,0.854798,0.899477,0.927758,74.839115,
391,0.000443,0.002228,0.941582,0.965426,0.933991,0.932700,0.946038,0.654789,0.854963,0.899600,0.927838,74.829592,
392,0.000303,0.000443,0.941794,0.965628,0.934305,0.932715,0.946363,0.655271,0.855198,0.899788,0.928007,74.893120,
393,0.000303,0.000303,0.944012,0.967767,0.938418,0.935256,0.947512,0.658739,0.861095,0.905203,0.932217,75.882508,
394,0.000416,0.001193,0.944026,0.967756,0.938405,0.935258,0.947554,0.658796,0.861135,0.905229,0.932228,75.887353,
395,0.000252,0.000416,0.943987,0.967733,0.938413,0.935285,0.947439,0.658851,0.861131,0.905237,0.932251,75.880940,
396,0.000232,0.000252,0.944077,0.967844,0.938455,0.935291,0.947610,0.658744,0.861115,0.905239,0.932246,75.899618,
397,0.000232,0.000232,0.944035,0.967831,0.938465,0.935315,0.947487,0.658848,0.861139,0.905246,0.932266,75.892503,
398,0.000434,0.000465,0.944651,0.967946,0.939008,0.936101,0.948124,0.659724,0.861941,0.905894,0.932786,76.085721,
399,0.000235,0.000434,0.946109,0.968015,0.940222,0.938041,0.949651,0.666479,0.870732,0.913069,0.937718,77.040068,
400,0.000231,0.000235,0.946415,0.968059,0.940357,0.938433,0.950032,0.666602,0.870788,0.913133,0.937801,77.113535,
401,0.000231,0.000231,0.946435,0.968141,0.940267,0.938692,0.949896,0.666485,0.870717,0.913117,0.937811,77.118062,
402,0.000488,0.000488,0.946870,0.968231,0.940453,0.939188,0.950479,0.667032,0.871148,0.913406,0.938010,77.236208,
403,0.000761,0.005850,0.947033,0.968316,0.940525,0.939470,0.950605,0.667297,0.871352,0.913539,0.938126,77.284542,
404,0.000744,0.000761,0.947380,0.968476,0.940678,0.939877,0.951039,0.667657,0.871612,0.913708,0.938219,77.371280,
405,0.000744,0.000744,0.947439,0.968565,0.940696,0.940138,0.950949,0.667667,0.871723,0.913801,0.938290,77.392882,
406,0.005683,0.005683,0.950819,0.971611,0.945911,0.943478,0.953636,0.680054,0.884880,0.924246,0.946551,79.153501,
407,0.002065,0.009659,0.951132,0.971563,0.946439,0.943981,0.953794,0.680639,0.885367,0.924590,0.946853,79.251900,
408,0.001407,0.002065,0.951256,0.971601,0.946517,0.944097,0.953965,0.680762,0.885457,0.924661,0.946894,79.283274,
409,0.001407,0.001407,0.951157,0.971242,0.946297,0.944234,0.953797,0.680163,0.885270,0.924588,0.946913,79.261626,
410,0.008770,0.008770,0.951903,0.971929,0.947270,0.944737,0.954648,0.681556,0.886086,0.925085,0.947165,79.467135,
411,0.001693,0.010006,0.952212,0.972256,0.947888,0.945048,0.954816,0.682305,0.886523,0.925395,0.947448,79.557404,
412,0.000960,0.001693,0.957179,0.975224,0.954322,0.949898,0.959720,0.711253,0.914509,0.945340,0.960899,82.473873,
413,0.000960,0.000960,0.957467,0.975387,0.954731,0.950200,0.959974,0.711497,0.914834,0.945596,0.961030,82.556556,
414,0.009603,0.009603,0.957575,0.975506,0.954896,0.950291,0.960068,0.711774,0.914966,0.945739,0.961153,82.606275,
415,0.002291,0.013592,0.957683,0.975559,0.955016,0.950283,0.960277,0.711993,0.915032,0.945773,0.961211,82.625762,
416,0.001561,0.002291,0.957719,0.975602,0.955086,0.950392,0.960237,0.712099,0.915085,0.945809,0.961144,82.628610,
417,0.001561,0.001561,0.957662,0.975309,0.954890,0.950485,0.960181,0.711732,0.915007,0.945784,0.961192,82.619452,
418,0.012888,0.012888,0.961928,0.979305,0.962453,0.955388,0.962561,0.727324,0.926587,0.953576,0.966410,84.288163,
419,0.002727,0.016991,0.962251,0.979692,0.962804,0.955774,0.962809,0.728137,0.926992,0.953839,0.966521,84.364209,
420,0.001944,0.002727,0.962423,0.979882,0.963015,0.956088,0.962846,0.728404,0.927124,0.953907,0.966625,84.410999,
421,0.001944,0.001944,0.962499,0.979869,0.962870,0.956221,0.962995,0.728335,0.927310,0.954046,0.966622,84.433395,
422,0.014705,0.014705,0.962851,0.979954,0.963349,0.956587,0.963346,0.728987,0.927616,0.954264,0.966781,84.547152,
423,0.002868,0.015335,0.962875,0.980154,0.963462,0.956532,0.963350,0.729363,0.927691,0.954189,0.966809,84.535651,
424,0.001855,0.002868,0.963058,0.980275,0.963767,0.956765,0.963456,0.729785,0.927870,0.954318,0.966914,84.587349,
425,0.001855,0.001855,0.964876,0.980782,0.966260,0.958764,0.965158,0.743790,0.939734,0.962628,0.972554,85.791021,
426,0.013510,0.013510,0.965142,0.980854,0.966549,0.959104,0.965402,0.744088,0.939930,0.962820,0.972685,85.882110,
427,0.002923,0.015570,0.964967,0.981024,0.966552,0.958941,0.965054,0.744509,0.939993,0.962808,0.972713,85.832041,
428,0.001962,0.002923,0.965122,0.981036,0.966709,0.959102,0.965239,0.744722,0.940080,0.962874,0.972760,85.870767,
429,0.001962,0.001962,0.965049,0.981121,0.966750,0.959045,0.965065,0.744762,0.940233,0.962948,0.972797,85.861543,
430,0.014257,0.014257,0.965458,0.981209,0.966997,0.959493,0.965594,0.745322,0.940467,0.963222,0.973034,85.996043,
431,0.003445,0.016791,0.965468,0.981340,0.967079,0.959506,0.965539,0.754519,0.947003,0.968054,0.976378,86.466197,
432,0.002007,0.003445,0.965534,0.981397,0.967110,0.959676,0.965541,0.754645,0.947041,0.968085,0.976470,86.487198,
433,0.002007,0.002007,0.965550,0.981414,0.967170,0.959645,0.965575,0.754708,0.947267,0.968257,0.976516,86.502480,
434,0.015064,0.015064,0.965789,0.981475,0.967358,0.959966,0.965813,0.755053,0.947421,0.968386,0.976567,86.580491,
435,0.003099,0.015243,0.965707,0.981452,0.967351,0.959836,0.965723,0.755351,0.947452,0.968350,0.976534,86.543096,
